id,receivingId,flowerId,shippedQuantity,actualReceivedQuantity,acceptedQuantity,unusableQuantity,unusableNotes
478,13,26,24,24,23,1,Rejected at QC: damaged or below grade
479,14,26,29,29,27,2,Rejected at QC: damaged or below grade
480,15,26,25,25,24,1,Rejected at QC: damaged or below grade
481,11,27,18,18,17,1,Rejected at QC: damaged or below grade
482,12,27,21,21,21,0,
483,13,27,21,21,21,0,
484,14,27,18,18,17,1,Rejected at QC: damaged or below grade
485,15,27,20,20,19,1,Rejected at QC: damaged or below grade
486,11,28,25,25,24,1,Rejected at QC: damaged or below grade
487,12,28,30,30,28,2,Rejected at QC: damaged or below grade
488,13,28,23,23,22,1,Rejected at QC: damaged or below grade
489,14,28,24,24,23,1,Rejected at QC: damaged or below grade
490,15,28,27,27,25,2,Rejected at QC: damaged or below grade
491,11,29,27,27,26,1,Rejected at QC: damaged or below grade
492,12,29,25,25,24,1,Rejected at QC: damaged or below grade
493,13,29,21,21,19,2,Rejected at QC: damaged or below grade
494,14,29,28,28,27,1,Rejected at QC: damaged or below grade
495,15,29,21,21,19,2,Rejected at QC: damaged or below grade
496,11,30,23,23,22,1,Rejected at QC: damaged or below grade
497,12,30,20,20,20,0,
498,13,30,20,20,19,1,Rejected at QC: damaged or below grade
499,14,30,22,22,20,2,Rejected at QC: damaged or below grade
500,15,30,27,27,26,1,Rejected at QC: damaged or below grade
501,11,31,25,25,24,1,Rejected at QC: damaged or below grade
502,12,31,25,25,23,2,Rejected at QC: damaged or below grade
503,13,31,22,22,20,2,Rejected at QC: damaged or below grade
504,14,31,23,23,22,1,Rejected at QC: damaged or below grade
505,15,31,22,22,21,1,Rejected at QC: damaged or below grade
506,11,32,23,23,22,1,Rejected at QC: damaged or below grade
507,12,32,20,20,19,1,Rejected at QC: damaged or below grade
508,13,32,22,22,21,1,Rejected at QC: damaged or below grade
509,14,32,28,28,27,1,Rejected at QC: damaged or below grade
510,15,32,22,22,21,1,Rejected at QC: damaged or below grade
511,11,33,19,19,18,1,Rejected at QC: damaged or below grade
512,12,33,18,18,17,1,Rejected at QC: damaged or below grade
513,13,33,16,16,15,1,Rejected at QC: damaged or below grade
514,14,33,16,16,15,1,Rejected at QC: damaged or below grade
515,15,33,20,20,19,1,Rejected at QC: damaged or below grade
516,11,34,25,25,24,1,Rejected at QC: damaged or below grade
517,12,34,30,30,29,1,Rejected at QC: damaged or below grade
518,13,34,24,24,23,1,Rejected at QC: damaged or below grade
519,14,34,26,26,25,1,Rejected at QC: damaged or below grade
520,15,34,28,28,27,1,Rejected at QC: damaged or below grade
521,11,35,22,22,21,1,Rejected at QC: damaged or below grade
522,12,35,25,25,24,1,Rejected at QC: damaged or below grade
523,13,35,21,21,20,1,Rejected at QC: damaged or below grade
524,14,35,20,20,20,0,
525,15,35,23,23,22,1,Rejected at QC: damaged or below grade
526,16,1,16,16,15,1,Rejected at QC: damaged or below grade
527,17,1,18,18,17,1,Rejected at QC: damaged or below grade
528,18,1,17,17,16,1,Rejected at QC: damaged or below grade
529,19,1,19,19,18,1,Rejected at QC: damaged or below grade
530,20,1,17,17,17,0,
531,16,2,19,19,18,1,Rejected at QC: damaged or below grade
532,17,2,19,19,18,1,Rejected at QC: damaged or below grade
533,18,2,17,17,16,1,Rejected at QC: damaged or below grade
534,19,2,21,21,20,1,Rejected at QC: damaged or below grade
535,20,2,17,17,16,1,Rejected at QC: damaged or below grade
536,16,3,21,21,20,1,Rejected at QC: damaged or below grade
537,17,3,19,19,18,1,Rejected at QC: damaged or below grade
538,18,3,17,17,16,1,Rejected at QC: damaged or below grade
539,19,3,21,21,20,1,Rejected at QC: damaged or below grade
540,20,3,15,15,15,0,
541,16,4,19,19,19,0,
542,17,4,18,18,17,1,Rejected at QC: damaged or below grade
543,18,4,16,16,15,1,Rejected at QC: damaged or below grade
544,19,4,20,20,19,1,Rejected at QC: damaged or below grade
545,20,4,16,16,15,1,Rejected at QC: damaged or below grade
546,16,5,15,15,14,1,Rejected at QC: damaged or below grade
547,17,5,17,17,16,1,Rejected at QC: damaged or below grade
548,18,5,19,19,18,1,Rejected at QC: damaged or below grade
549,19,5,15,15,15,0,
550,20,5,16,16,15,1,Rejected at QC: damaged or below grade
551,16,6,16,16,15,1,Rejected at QC: damaged or below grade
552,17,6,14,14,13,1,Rejected at QC: damaged or below grade
553,18,6,18,18,18,0,
554,19,6,16,16,15,1,Rejected at QC: damaged or below grade
555,20,6,13,13,12,1,Rejected at QC: damaged or below grade
556,16,7,16,16,15,1,Rejected at QC: damaged or below grade
557,17,7,19,19,18,1,Rejected at QC: damaged or below grade
558,18,7,16,16,15,1,Rejected at QC: damaged or below grade
559,19,7,17,17,16,1,Rejected at QC: damaged or below grade
560,20,7,20,20,19,1,Rejected at QC: damaged or below grade
561,16,8,22,22,21,1,Rejected at QC: damaged or below grade
562,17,8,22,22,21,1,Rejected at QC: damaged or below grade
563,18,8,17,17,17,0,
564,19,8,19,19,18,1,Rejected at QC: damaged or below grade
565,20,8,20,20,19,1,Rejected at QC: damaged or below grade
566,16,9,13,13,13,0,
567,17,9,15,15,15,0,
568,18,9,17,17,16,1,Rejected at QC: damaged or below grade
569,19,9,17,17,16,1,Rejected at QC: damaged or below grade
570,20,9,14,14,14,0,
571,16,10,16,16,15,1,Rejected at QC: damaged or below grade
572,17,10,20,20,19,1,Rejected at QC: damaged or below grade
573,18,10,18,18,17,1,Rejected at QC: damaged or below grade
574,19,10,20,20,19,1,Rejected at QC: damaged or below grade
575,20,10,16,16,15,1,Rejected at QC: damaged or below grade
576,16,11,15,15,15,0,
577,17,11,19,19,18,1,Rejected at QC: damaged or below grade
578,18,11,18,18,17,1,Rejected at QC: damaged or below grade
579,19,11,18,18,17,1,Rejected at QC: damaged or below grade
580,20,11,14,14,14,0,
581,16,12,19,19,18,1,Rejected at QC: damaged or below grade
582,17,12,16,16,15,1,Rejected at QC: damaged or below grade
583,18,12,19,19,17,2,Rejected at QC: damaged or below grade
584,19,12,16,16,16,0,
585,20,12,16,16,15,1,Rejected at QC: damaged or below grade
586,16,13,15,15,14,1,Rejected at QC: damaged or below grade
587,17,13,16,16,15,1,Rejected at QC: damaged or below grade
588,18,13,14,14,13,1,Rejected at QC: damaged or below grade
589,19,13,20,20,19,1,Rejected at QC: damaged or below grade
590,20,13,15,15,14,1,Rejected at QC: damaged or below grade
591,16,14,23,23,21,2,Rejected at QC: damaged or below grade
592,17,14,23,23,23,0,
593,18,14,22,22,20,2,Rejected at QC: damaged or below grade
594,19,14,25,25,23,2,Rejected at QC: damaged or below grade
595,20,14,28,28,27,1,Rejected at QC: damaged or below grade
596,16,15,18,18,17,1,Rejected at QC: damaged or below grade
597,17,15,22,22,21,1,Rejected at QC: damaged or below grade
598,18,15,19,19,18,1,Rejected at QC: damaged or below grade
599,19,15,25,25,24,1,Rejected at QC: damaged or below grade
600,20,15,22,22,21,1,Rejected at QC: damaged or below grade
601,16,16,21,21,20,1,Rejected at QC: damaged or below grade
602,17,16,18,18,17,1,Rejected at QC: damaged or below grade
603,18,16,19,19,18,1,Rejected at QC: damaged or below grade
604,19,16,18,18,17,1,Rejected at QC: damaged or below grade
605,20,16,21,21,20,1,Rejected at QC: damaged or below grade
606,16,17,18,18,17,1,Rejected at QC: damaged or below grade
607,17,17,16,16,15,1,Rejected at QC: damaged or below grade
608,18,17,18,18,17,1,Rejected at QC: damaged or below grade
609,19,17,17,17,16,1,Rejected at QC: damaged or below grade
610,20,17,13,13,13,0,
611,16,18,14,14,13,1,Rejected at QC: damaged or below grade
612,17,18,14,14,13,1,Rejected at QC: damaged or below grade
613,18,18,19,19,18,1,Rejected at QC: damaged or below grade
614,19,18,16,16,15,1,Rejected at QC: damaged or below grade
615,20,18,17,17,16,1,Rejected at QC: damaged or below grade
616,16,19,18,18,17,1,Rejected at QC: damaged or below grade
617,17,19,19,19,18,1,Rejected at QC: damaged or below grade
618,18,19,23,23,22,1,Rejected at QC: damaged or below grade
619,19,19,20,20,19,1,Rejected at QC: damaged or below grade
620,20,19,20,20,19,1,Rejected at QC: damaged or below grade
621,16,20,21,21,20,1,Rejected at QC: damaged or below grade
622,17,20,20,20,19,1,Rejected at QC: damaged or below grade
623,18,20,15,15,14,1,Rejected at QC: damaged or below grade
624,19,20,17,17,16,1,Rejected at QC: damaged or below grade
625,20,20,19,19,18,1,Rejected at QC: damaged or below grade
626,16,21,18,18,18,0,
627,17,21,22,22,21,1,Rejected at QC: damaged or below grade
628,18,21,22,22,21,1,Rejected at QC: damaged or below grade
629,19,21,19,19,18,1,Rejected at QC: damaged or below grade
630,20,21,21,21,20,1,Rejected at QC: damaged or below grade
631,16,22,19,19,18,1,Rejected at QC: damaged or below grade
632,17,22,17,17,17,0,
633,18,22,18,18,17,1,Rejected at QC: damaged or below grade
634,19,22,21,21,21,0,
635,20,22,17,17,16,1,Rejected at QC: damaged or below grade
636,16,23,18,18,17,1,Rejected at QC: damaged or below grade
637,17,23,17,17,16,1,Rejected at QC: damaged or below grade
638,18,23,19,19,18,1,Rejected at QC: damaged or below grade
639,19,23,20,20,19,1,Rejected at QC: damaged or below grade
640,20,23,23,23,22,1,Rejected at QC: damaged or below grade
641,16,24,16,16,15,1,Rejected at QC: damaged or below grade
642,17,24,17,17,17,0,
643,18,24,18,18,18,0,
644,19,24,14,14,14,0,
645,20,24,17,17,16,1,Rejected at QC: damaged or below grade
646,16,25,23,23,22,1,Rejected at QC: damaged or below grade
647,17,25,20,20,20,0,
648,18,25,21,21,20,1,Rejected at QC: damaged or below grade
649,19,25,22,22,21,1,Rejected at QC: damaged or below grade
650,20,25,26,26,25,1,Rejected at QC: damaged or below grade
651,16,26,20,20,19,1,Rejected at QC: damaged or below grade
652,17,26,17,17,17,0,
653,18,26,16,16,15,1,Rejected at QC: damaged or below grade
654,19,26,20,20,19,1,Rejected at QC: damaged or below grade
655,20,26,15,15,14,1,Rejected at QC: damaged or below grade
656,16,27,20,20,19,1,Rejected at QC: damaged or below grade
657,17,27,22,22,21,1,Rejected at QC: damaged or below grade
658,18,27,23,23,23,0,
659,19,27,22,22,21,1,Rejected at QC: damaged or below grade
660,20,27,27,27,26,1,Rejected at QC: damaged or below grade
661,16,28,21,21,21,0,
662,17,28,20,20,19,1,Rejected at QC: damaged or below grade
663,18,28,20,20,19,1,Rejected at QC: damaged or below grade
664,19,28,20,20,19,1,Rejected at QC: damaged or below grade
665,20,28,25,25,24,1,Rejected at QC: damaged or below grade
666,16,29,18,18,18,0,
667,17,29,18,18,17,1,Rejected at QC: damaged or below grade
668,18,29,16,16,15,1,Rejected at QC: damaged or below grade
669,19,29,16,16,15,1,Rejected at QC: damaged or below grade
670,20,29,20,20,19,1,Rejected at QC: damaged or below grade
671,16,30,24,24,23,1,Rejected at QC: damaged or below grade
672,17,30,23,23,21,2,Rejected at QC: damaged or below grade
673,18,30,22,22,20,2,Rejected at QC: damaged or below grade
674,19,30,18,18,17,1,Rejected at QC: damaged or below grade
675,20,30,24,24,23,1,Rejected at QC: damaged or below grade
676,16,31,16,16,15,1,Rejected at QC: damaged or below grade
677,17,31,20,20,20,0,
678,18,31,15,15,14,1,Rejected at QC: damaged or below grade
679,19,31,21,21,19,2,Rejected at QC: damaged or below grade
680,20,31,18,18,17,1,Rejected at QC: damaged or below grade
681,16,32,15,15,14,1,Rejected at QC: damaged or below grade
682,17,32,17,17,16,1,Rejected at QC: damaged or below grade
683,18,32,18,18,17,1,Rejected at QC: damaged or below grade
684,19,32,18,18,17,1,Rejected at QC: damaged or below grade
685,20,32,17,17,16,1,Rejected at QC: damaged or below grade
686,16,33,17,17,17,0,
687,17,33,23,23,22,1,Rejected at QC: damaged or below grade
688,18,33,18,18,17,1,Rejected at QC: damaged or below grade
689,19,33,24,24,23,1,Rejected at QC: damaged or below grade
690,20,33,19,19,19,0,
691,16,34,20,20,19,1,Rejected at QC: damaged or below grade
692,17,34,17,17,16,1,Rejected at QC: damaged or below grade
693,18,34,20,20,19,1,Rejected at QC: damaged or below grade
694,19,34,18,18,17,1,Rejected at QC: damaged or below grade
695,20,34,23,23,22,1,Rejected at QC: damaged or below grade
696,16,35,19,19,18,1,Rejected at QC: damaged or below grade
697,17,35,21,21,20,1,Rejected at QC: damaged or below grade
698,18,35,18,18,17,1,Rejected at QC: damaged or below grade
699,19,35,20,20,19,1,Rejected at QC: damaged or below grade
700,20,35,17,17,16,1,Rejected at QC: damaged or below grade
701,21,1,17,17,16,1,Rejected at QC: damaged or below grade
702,22,1,15,15,14,1,Rejected at QC: damaged or below grade
703,23,1,16,16,15,1,Rejected at QC: damaged or below grade
704,24,1,13,13,13,0,
705,25,1,14,14,14,0,
706,21,2,17,17,16,1,Rejected at QC: damaged or below grade
707,22,2,15,15,14,1,Rejected at QC: damaged or below grade
708,23,2,13,13,12,1,Rejected at QC: damaged or below grade
709,24,2,14,14,13,1,Rejected at QC: damaged or below grade
710,25,2,18,18,18,0,
711,21,3,18,18,18,0,
712,22,3,23,23,22,1,Rejected at QC: damaged or below grade
713,23,3,20,20,19,1,Rejected at QC: damaged or below grade
714,24,3,20,20,19,1,Rejected at QC: damaged or below grade
715,25,3,20,20,20,0,
716,21,4,18,18,17,1,Rejected at QC: damaged or below grade
717,22,4,14,14,13,1,Rejected at QC: damaged or below grade
718,23,4,17,17,16,1,Rejected at QC: damaged or below grade
719,24,4,18,18,17,1,Rejected at QC: damaged or below grade
720,25,4,18,18,17,1,Rejected at QC: damaged or below grade
721,21,5,12,12,12,0,
722,22,5,13,13,12,1,Rejected at QC: damaged or below grade
723,23,5,13,13,12,1,Rejected at QC: damaged or below grade
724,24,5,17,17,16,1,Rejected at QC: damaged or below grade
725,25,5,12,12,11,1,Rejected at QC: damaged or below grade
726,21,6,18,18,18,0,
727,22,6,15,15,14,1,Rejected at QC: damaged or below grade
728,23,6,16,16,15,1,Rejected at QC: damaged or below grade
729,24,6,16,16,15,1,Rejected at QC: damaged or below grade
730,25,6,22,22,21,1,Rejected at QC: damaged or below grade
731,21,7,12,12,11,1,Rejected at QC: damaged or below grade
732,22,7,14,14,14,0,
733,23,7,15,15,14,1,Rejected at QC: damaged or below grade
734,24,7,14,14,13,1,Rejected at QC: damaged or below grade
735,25,7,15,15,15,0,
736,21,8,15,15,14,1,Rejected at QC: damaged or below grade
737,22,8,14,14,13,1,Rejected at QC: damaged or below grade
738,23,8,14,14,13,1,Rejected at QC: damaged or below grade
739,24,8,11,11,10,1,Rejected at QC: damaged or below grade
740,25,8,13,13,12,1,Rejected at QC: damaged or below grade
741,21,9,14,14,14,0,
742,22,9,18,18,17,1,Rejected at QC: damaged or below grade
743,23,9,18,18,17,1,Rejected at QC: damaged or below grade
744,24,9,16,16,15,1,Rejected at QC: damaged or below grade
745,25,9,15,15,14,1,Rejected at QC: damaged or below grade
746,21,10,10,10,10,0,
747,22,10,10,10,9,1,Rejected at QC: damaged or below grade
748,23,10,13,13,12,1,Rejected at QC: damaged or below grade
749,24,10,11,11,10,1,Rejected at QC: damaged or below grade
750,25,10,9,9,9,0,
751,21,11,14,14,13,1,Rejected at QC: damaged or below grade
752,22,11,13,13,12,1,Rejected at QC: damaged or below grade
753,23,11,14,14,13,1,Rejected at QC: damaged or below grade
754,24,11,12,12,12,0,
755,25,11,11,11,10,1,Rejected at QC: damaged or below grade
756,21,12,24,24,22,2,Rejected at QC: damaged or below grade
757,22,12,21,21,20,1,Rejected at QC: damaged or below grade
758,23,12,20,20,19,1,Rejected at QC: damaged or below grade
759,24,12,25,25,23,2,Rejected at QC: damaged or below grade
760,25,12,19,19,18,1,Rejected at QC: damaged or below grade
761,21,13,22,22,21,1,Rejected at QC: damaged or below grade
762,22,13,17,17,16,1,Rejected at QC: damaged or below grade
763,23,13,18,18,18,0,
764,24,13,19,19,18,1,Rejected at QC: damaged or below grade
765,25,13,21,21,20,1,Rejected at QC: damaged or below grade
766,21,14,15,15,15,0,
767,22,14,17,17,17,0,
768,23,14,15,15,14,1,Rejected at QC: damaged or below grade
769,24,14,18,18,17,1,Rejected at QC: damaged or below grade
770,25,14,15,15,15,0,
771,21,15,14,14,13,1,Rejected at QC: damaged or below grade
772,22,15,17,17,16,1,Rejected at QC: damaged or below grade
773,23,15,14,14,13,1,Rejected at QC: damaged or below grade
774,24,15,14,14,13,1,Rejected at QC: damaged or below grade
775,25,15,15,15,15,0,
776,21,16,18,18,17,1,Rejected at QC: damaged or below grade
777,22,16,15,15,14,1,Rejected at QC: damaged or below grade
778,23,16,18,18,17,1,Rejected at QC: damaged or below grade
779,24,16,15,15,14,1,Rejected at QC: damaged or below grade
780,25,16,20,20,19,1,Rejected at QC: damaged or below grade
781,21,17,13,13,12,1,Rejected at QC: damaged or below grade
782,22,17,16,16,15,1,Rejected at QC: damaged or below grade
783,23,17,14,14,14,0,
784,24,17,14,14,13,1,Rejected at QC: damaged or below grade
785,25,17,13,13,12,1,Rejected at QC: damaged or below grade
786,21,18,15,15,14,1,Rejected at QC: damaged or below grade
787,22,18,13,13,12,1,Rejected at QC: damaged or below grade
788,23,18,16,16,16,0,
789,24,18,14,14,13,1,Rejected at QC: damaged or below grade
790,25,18,16,16,16,0,
791,21,19,15,15,14,1,Rejected at QC: damaged or below grade
792,22,19,18,18,17,1,Rejected at QC: damaged or below grade
793,23,19,14,14,13,1,Rejected at QC: damaged or below grade
794,24,19,14,14,13,1,Rejected at QC: damaged or below grade
795,25,19,18,18,18,0,
796,21,20,14,14,13,1,Rejected at QC: damaged or below grade
797,22,20,13,13,13,0,
798,23,20,15,15,14,1,Rejected at QC: damaged or below grade
799,24,20,14,14,13,1,Rejected at QC: damaged or below grade
800,25,20,15,15,15,0,
801,21,21,17,17,16,1,Rejected at QC: damaged or below grade
802,22,21,19,19,18,1,Rejected at QC: damaged or below grade
803,23,21,18,18,17,1,Rejected at QC: damaged or below grade
804,24,21,19,19,18,1,Rejected at QC: damaged or below grade
805,25,21,16,16,16,0,
806,21,22,20,20,19,1,Rejected at QC: damaged or below grade
807,22,22,20,20,18,2,Rejected at QC: damaged or below grade
808,23,22,17,17,16,1,Rejected at QC: damaged or below grade
809,24,22,15,15,15,0,
810,25,22,20,20,19,1,Rejected at QC: damaged or below grade
811,21,23,15,15,14,1,Rejected at QC: damaged or below grade
812,22,23,18,18,17,1,Rejected at QC: damaged or below grade
813,23,23,17,17,16,1,Rejected at QC: damaged or below grade
814,24,23,15,15,14,1,Rejected at QC: damaged or below grade
